Net generation from petroleum for Southeast (region) hourly - UTC time
https://www.eia.gov/opendata/qb.php?category=3390115&sdid=EBA.SE-ALL.NG.OIL.H
19:20:38 GMT-0500 (Eastern Standard Time)
Source: U.S. Energy Information Administration
Category,Series ID: EBA.SE-ALL.NG.OIL.H megawatthours
10/4/2021 06H,-1
10/4/2021 05H,0
10/4/2021 04H,-1
10/4/2021 03H,-1
10/4/2021 02H,0
10/4/2021 01H,-1
10/4/2021 00H,0
10/3/2021 23H,0
10/3/2021 22H,-1
10/3/2021 21H,0
10/3/2021 20H,-3
10/3/2021 19H,-1
10/3/2021 18H,0
10/3/2021 17H,0
10/3/2021 16H,0
10/3/2021 15H,0
10/3/2021 14H,0
10/3/2021 13H,-2
10/3/2021 12H,0
10/3/2021 11H,0
10/3/2021 10H,0
10/3/2021 09H,0
10/3/2021 08H,-1
10/3/2021 07H,0
10/3/2021 06H,0
10/3/2021 05H,0
10/3/2021 04H,0
10/3/2021 03H,-1
10/3/2021 02H,0
10/3/2021 01H,-1
10/3/2021 00H,0
10/2/2021 23H,-1
10/2/2021 22H,-2
10/2/2021 21H,-1
10/2/2021 20H,0
10/2/2021 19H,0
10/2/2021 18H,0
10/2/2021 17H,-1
10/2/2021 16H,0
10/2/2021 15H,0
10/2/2021 14H,0
10/2/2021 13H,-2
10/2/2021 12H,0
10/2/2021 11H,0
10/2/2021 10H,-1
10/2/2021 09H,0
10/2/2021 08H,-3
10/2/2021 07H,-1
10/2/2021 06H,0
10/2/2021 05H,-1
10/2/2021 04H,0
10/2/2021 03H,-1
10/2/2021 02H,0
10/2/2021 01H,0
10/2/2021 00H,0
10/1/2021 23H,-2
10/1/2021 22H,0
10/1/2021 21H,0
10/1/2021 20H,0
10/1/2021 19H,0
10/1/2021 18H,-3
10/1/2021 17H,0
10/1/2021 16H,0
10/1/2021 15H,-2
10/1/2021 14H,0
10/1/2021 13H,-1
10/1/2021 12H,-2
10/1/2021 11H,0
10/1/2021 10H,0
10/1/2021 09H,0
10/1/2021 08H,0
10/1/2021 07H,0
10/1/2021 06H,0
10/1/2021 05H,0
10/1/2021 04H,0
10/1/2021 03H,-1
10/1/2021 02H,0
10/1/2021 01H,-1
10/1/2021 00H,-1
09/30/2021 23H,-2
09/30/2021 22H,0
09/30/2021 21H,0
09/30/2021 20H,-2
09/30/2021 19H,0
09/30/2021 18H,0
09/30/2021 17H,-1
09/30/2021 16H,0
09/30/2021 15H,0
09/30/2021 14H,0
09/30/2021 13H,-2
09/30/2021 12H,0
09/30/2021 11H,0
09/30/2021 10H,-1
09/30/2021 09H,0
09/30/2021 08H,0
09/30/2021 07H,0
09/30/2021 06H,0
09/30/2021 05H,0
09/30/2021 04H,-2
09/30/2021 03H,0
09/30/2021 02H,-1
09/30/2021 01H,-1
09/30/2021 00H,-1
09/29/2021 23H,-1
09/29/2021 22H,-1
09/29/2021 21H,0
09/29/2021 20H,0
09/29/2021 19H,0
09/29/2021 18H,-1
09/29/2021 17H,0
09/29/2021 16H,-1
09/29/2021 15H,0
09/29/2021 14H,0
09/29/2021 13H,0
09/29/2021 12H,-1
09/29/2021 11H,-1
09/29/2021 10H,-2
09/29/2021 09H,-3
09/29/2021 08H,0
09/29/2021 07H,0
09/29/2021 06H,0
09/29/2021 05H,0
09/29/2021 04H,0
09/29/2021 03H,-1
09/29/2021 02H,0
09/29/2021 01H,-2
09/29/2021 00H,0
09/28/2021 23H,0
09/28/2021 22H,0
09/28/2021 21H,0
09/28/2021 20H,0
09/28/2021 19H,-1
09/28/2021 18H,-1
09/28/2021 17H,0
09/28/2021 16H,-1
09/28/2021 15H,0
09/28/2021 14H,-1
09/28/2021 13H,0
09/28/2021 12H,0
09/28/2021 11H,0
09/28/2021 10H,0
09/28/2021 09H,-1
09/28/2021 08H,-2
09/28/2021 07H,0
09/28/2021 06H,0
09/28/2021 05H,0
09/28/2021 04H,-2
09/28/2021 03H,-2
09/28/2021 02H,0
09/28/2021 01H,0
09/28/2021 00H,0
09/27/2021 23H,0
09/27/2021 22H,-1
09/27/2021 21H,0
09/27/2021 20H,-1
09/27/2021 19H,-1
09/27/2021 18H,0
09/27/2021 17H,-1
09/27/2021 16H,-1
09/27/2021 15H,0
09/27/2021 14H,0
09/27/2021 13H,-2
09/27/2021 12H,-1
09/27/2021 11H,0
09/27/2021 10H,0
09/27/2021 09H,0
09/27/2021 08H,0
09/27/2021 07H,0
09/27/2021 06H,-2
09/27/2021 05H,0
09/27/2021 04H,0
09/27/2021 03H,-2
09/27/2021 02H,0
09/27/2021 01H,0
09/27/2021 00H,-1
09/26/2021 23H,-2
09/26/2021 22H,0
09/26/2021 21H,0
09/26/2021 20H,-1
09/26/2021 19H,-1
09/26/2021 18H,0
09/26/2021 17H,0
09/26/2021 16H,0
09/26/2021 15H,0
09/26/2021 14H,0
09/26/2021 13H,-1
09/26/2021 12H,0
09/26/2021 11H,0
09/26/2021 10H,-1
09/26/2021 09H,0
09/26/2021 08H,-2
09/26/2021 07H,0
09/26/2021 06H,-2
09/26/2021 05H,-2
09/26/2021 04H,-2
09/26/2021 03H,0
09/26/2021 02H,0
09/26/2021 01H,0
09/26/2021 00H,-1
09/25/2021 23H,0
09/25/2021 22H,0
09/25/2021 21H,0
09/25/2021 20H,-1
09/25/2021 19H,0
09/25/2021 18H,-1
09/25/2021 17H,0
09/25/2021 16H,0
09/25/2021 15H,0
09/25/2021 14H,-1
09/25/2021 13H,-1
09/25/2021 12H,0
09/25/2021 11H,0
09/25/2021 10H,-1
09/25/2021 09H,0
09/25/2021 08H,0
09/25/2021 07H,0
09/25/2021 06H,0
09/25/2021 05H,-2
09/25/2021 04H,-1
09/25/2021 03H,0
09/25/2021 02H,0
09/25/2021 01H,-1
09/25/2021 00H,0
09/24/2021 23H,-2
09/24/2021 22H,0
09/24/2021 21H,-3
09/24/2021 20H,0
09/24/2021 19H,0
09/24/2021 18H,0
09/24/2021 17H,0
09/24/2021 16H,0
09/24/2021 15H,-1
09/24/2021 14H,0
09/24/2021 13H,-1
09/24/2021 12H,0
09/24/2021 11H,-2
09/24/2021 10H,0
09/24/2021 09H,-2
09/24/2021 08H,0
09/24/2021 07H,-1
09/24/2021 06H,0
09/24/2021 05H,0
09/24/2021 04H,-1
09/24/2021 03H,0
09/24/2021 02H,0
09/24/2021 01H,-1
09/24/2021 00H,0
09/23/2021 23H,-2
09/23/2021 22H,0
09/23/2021 21H,-1
09/23/2021 20H,0
09/23/2021 19H,0
09/23/2021 18H,0
09/23/2021 17H,2
09/23/2021 16H,29
09/23/2021 15H,0
09/23/2021 14H,0
09/23/2021 13H,0
09/23/2021 12H,-1
09/23/2021 11H,-1
09/23/2021 10H,0
09/23/2021 09H,-1
09/23/2021 08H,-1
09/23/2021 07H,0
09/23/2021 06H,0
09/23/2021 05H,0
09/23/2021 04H,0
09/23/2021 03H,0
09/23/2021 02H,-2
09/23/2021 01H,-1
09/23/2021 00H,0
09/22/2021 23H,0
09/22/2021 22H,0
09/22/2021 21H,-1
09/22/2021 20H,-1
09/22/2021 19H,-1
09/22/2021 18H,-1
09/22/2021 17H,0
09/22/2021 16H,0
09/22/2021 15H,0
09/22/2021 14H,0
09/22/2021 13H,0
09/22/2021 12H,0
09/22/2021 11H,0
09/22/2021 10H,-2
09/22/2021 09H,0
09/22/2021 08H,0
09/22/2021 07H,-1
09/22/2021 06H,0
09/22/2021 05H,0
09/22/2021 04H,-2
09/22/2021 03H,-2
09/22/2021 02H,-1
09/22/2021 01H,0
09/22/2021 00H,-1
09/21/2021 23H,0
09/21/2021 22H,0
09/21/2021 21H,-1
09/21/2021 20H,0
09/21/2021 19H,0
09/21/2021 18H,-2
09/21/2021 17H,0
09/21/2021 16H,0
09/21/2021 15H,-1
09/21/2021 14H,0
09/21/2021 13H,-1
09/21/2021 12H,-1
09/21/2021 11H,0
09/21/2021 10H,-1
09/21/2021 09H,0
09/21/2021 08H,-1
09/21/2021 07H,0
09/21/2021 06H,0
09/21/2021 05H,0
09/21/2021 04H,0
09/21/2021 03H,0
09/21/2021 02H,-1
09/21/2021 01H,0
09/21/2021 00H,0
09/20/2021 23H,0
09/20/2021 22H,-2
09/20/2021 21H,0
09/20/2021 20H,0
09/20/2021 19H,0
09/20/2021 18H,0
09/20/2021 17H,-2
09/20/2021 16H,0
09/20/2021 15H,-1
09/20/2021 14H,-1
09/20/2021 13H,0
09/20/2021 12H,-2
09/20/2021 11H,0
09/20/2021 10H,-2
09/20/2021 09H,0
09/20/2021 08H,-1
09/20/2021 07H,-1
09/20/2021 06H,0
09/20/2021 05H,-1
09/20/2021 04H,0
09/20/2021 03H,-1
09/20/2021 02H,-1
09/20/2021 01H,0
09/20/2021 00H,-1
09/19/2021 23H,-1
09/19/2021 22H,0
09/19/2021 21H,0
09/19/2021 20H,0
09/19/2021 19H,-1
09/19/2021 18H,-1
09/19/2021 17H,-1
09/19/2021 16H,-1
09/19/2021 15H,0
09/19/2021 14H,0
09/19/2021 13H,-1
09/19/2021 12H,0
09/19/2021 11H,0
09/19/2021 10H,0
09/19/2021 09H,0
09/19/2021 08H,-1
09/19/2021 07H,0
09/19/2021 06H,0
09/19/2021 05H,0
09/19/2021 04H,-1
09/19/2021 03H,0
09/19/2021 02H,-2
09/19/2021 01H,0
09/19/2021 00H,-1
09/18/2021 23H,-1
09/18/2021 22H,0
09/18/2021 21H,-1
09/18/2021 20H,0
09/18/2021 19H,-1
09/18/2021 18H,0
09/18/2021 17H,0
09/18/2021 16H,-1
09/18/2021 15H,0
09/18/2021 14H,-1
09/18/2021 13H,-1
09/18/2021 12H,-1
09/18/2021 11H,0
09/18/2021 10H,0
09/18/2021 09H,-2
09/18/2021 08H,0
09/18/2021 07H,0
09/18/2021 06H,0
09/18/2021 05H,-1
09/18/2021 04H,0
09/18/2021 03H,0
09/18/2021 02H,-1
09/18/2021 01H,0
09/18/2021 00H,0
09/17/2021 23H,-1
09/17/2021 22H,0
09/17/2021 21H,0
09/17/2021 20H,-1
09/17/2021 19H,-1
09/17/2021 18H,0
09/17/2021 17H,-1
09/17/2021 16H,0
09/17/2021 15H,0
09/17/2021 14H,-1
09/17/2021 13H,0
09/17/2021 12H,0
09/17/2021 11H,0
09/17/2021 10H,-3
09/17/2021 09H,0
09/17/2021 08H,-3
09/17/2021 07H,-1
09/17/2021 06H,-1
09/17/2021 05H,0
09/17/2021 04H,0
09/17/2021 03H,-1
09/17/2021 02H,0
09/17/2021 01H,-1
09/17/2021 00H,0
09/16/2021 23H,0
09/16/2021 22H,0
09/16/2021 21H,0
09/16/2021 20H,0
09/16/2021 19H,-1
09/16/2021 18H,0
09/16/2021 17H,0
09/16/2021 16H,0
09/16/2021 15H,-2
09/16/2021 14H,-1
09/16/2021 13H,0
09/16/2021 12H,0
09/16/2021 11H,0
09/16/2021 10H,0
09/16/2021 09H,-1
09/16/2021 08H,-1
09/16/2021 07H,0
09/16/2021 06H,0
09/16/2021 05H,-1
09/16/2021 04H,0
09/16/2021 03H,0
09/16/2021 02H,0
09/16/2021 01H,-1
09/16/2021 00H,-2
09/15/2021 23H,0
09/15/2021 22H,0
09/15/2021 21H,-3
09/15/2021 20H,-1
09/15/2021 19H,-1
09/15/2021 18H,0
09/15/2021 17H,-1
09/15/2021 16H,-1
09/15/2021 15H,0
09/15/2021 14H,0
09/15/2021 13H,0
09/15/2021 12H,0
09/15/2021 11H,0
09/15/2021 10H,-2
09/15/2021 09H,0
09/15/2021 08H,0
09/15/2021 07H,0
09/15/2021 06H,0
09/15/2021 05H,-1
09/15/2021 04H,-1
09/15/2021 03H,-1
09/15/2021 02H,0
09/15/2021 01H,-2
09/15/2021 00H,-1
09/14/2021 23H,-1
09/14/2021 22H,0
09/14/2021 21H,0
09/14/2021 20H,0
09/14/2021 19H,-1
09/14/2021 18H,0
09/14/2021 17H,0
09/14/2021 16H,0
09/14/2021 15H,0
09/14/2021 14H,0
09/14/2021 13H,0
09/14/2021 12H,-2
09/14/2021 11H,0
09/14/2021 10H,-1
09/14/2021 09H,0
09/14/2021 08H,-1
09/14/2021 07H,-4
09/14/2021 06H,0
09/14/2021 05H,-1
09/14/2021 04H,0
09/14/2021 03H,0
09/14/2021 02H,0
09/14/2021 01H,-1
09/14/2021 00H,0
09/13/2021 23H,0
09/13/2021 22H,0
09/13/2021 21H,0
09/13/2021 20H,-1
09/13/2021 19H,0
09/13/2021 18H,0
09/13/2021 17H,0
09/13/2021 16H,-1
09/13/2021 15H,0
09/13/2021 14H,-2
09/13/2021 13H,-1
09/13/2021 12H,0
09/13/2021 11H,0
09/13/2021 10H,0
09/13/2021 09H,0
09/13/2021 08H,0
09/13/2021 07H,0
09/13/2021 06H,0
09/13/2021 05H,0
09/13/2021 04H,0
09/13/2021 03H,-1
09/13/2021 02H,-1
09/13/2021 01H,-1
09/13/2021 00H,0
09/12/2021 23H,-3
09/12/2021 22H,0
09/12/2021 21H,-2
09/12/2021 20H,0
09/12/2021 19H,-1
09/12/2021 18H,-1
09/12/2021 17H,0
09/12/2021 16H,0
09/12/2021 15H,0
09/12/2021 14H,0
09/12/2021 13H,0
09/12/2021 12H,0
09/12/2021 11H,0
09/12/2021 10H,-1
09/12/2021 09H,-1
09/12/2021 08H,0
09/12/2021 07H,-2
09/12/2021 06H,0
09/12/2021 05H,-1
09/12/2021 04H,0
09/12/2021 03H,-1
09/12/2021 02H,-1
09/12/2021 01H,0
09/12/2021 00H,0
09/11/2021 23H,-1
09/11/2021 22H,0
09/11/2021 21H,0
09/11/2021 20H,-2
09/11/2021 19H,0
09/11/2021 18H,-2
09/11/2021 17H,0
09/11/2021 16H,-1
09/11/2021 15H,0
09/11/2021 14H,-1
09/11/2021 13H,0
09/11/2021 12H,-1
09/11/2021 11H,0
09/11/2021 10H,0
09/11/2021 09H,0
09/11/2021 08H,-1
09/11/2021 07H,-2
09/11/2021 06H,0
09/11/2021 05H,0
09/11/2021 04H,-1
09/11/2021 03H,-2
09/11/2021 02H,0
09/11/2021 01H,0
09/11/2021 00H,-1
09/10/2021 23H,0
09/10/2021 22H,0
09/10/2021 21H,-1
09/10/2021 20H,0
09/10/2021 19H,0
09/10/2021 18H,0
09/10/2021 17H,-1
09/10/2021 16H,-1
09/10/2021 15H,0
09/10/2021 14H,0
09/10/2021 13H,-1
09/10/2021 12H,-1
09/10/2021 11H,0
09/10/2021 10H,-1
09/10/2021 09H,-1
09/10/2021 08H,-1
09/10/2021 07H,0
09/10/2021 06H,-1
09/10/2021 05H,-1
09/10/2021 04H,0
09/10/2021 03H,0
09/10/2021 02H,0
09/10/2021 01H,0
09/10/2021 00H,0
09/9/2021 23H,0
09/9/2021 22H,-1
09/9/2021 21H,0
09/9/2021 20H,-1
09/9/2021 19H,0
09/9/2021 18H,-2
09/9/2021 17H,-1
09/9/2021 16H,0
09/9/2021 15H,-2
09/9/2021 14H,-1
09/9/2021 13H,-2
09/9/2021 12H,0
09/9/2021 11H,0
09/9/2021 10H,-1
09/9/2021 09H,0
09/9/2021 08H,0
09/9/2021 07H,-1
09/9/2021 06H,0
09/9/2021 05H,0
09/9/2021 04H,0
09/9/2021 03H,0
09/9/2021 02H,0
09/9/2021 01H,0
09/9/2021 00H,-1
09/8/2021 23H,-1
09/8/2021 22H,-1
09/8/2021 21H,-1
09/8/2021 20H,-1
09/8/2021 19H,-1
09/8/2021 18H,0
09/8/2021 17H,-1
09/8/2021 16H,0
09/8/2021 15H,0
09/8/2021 14H,0
09/8/2021 13H,0
09/8/2021 12H,0
09/8/2021 11H,0
09/8/2021 10H,0
09/8/2021 09H,0
09/8/2021 08H,-1
09/8/2021 07H,-1
09/8/2021 06H,-2
09/8/2021 05H,-1
09/8/2021 04H,-2
09/8/2021 03H,0
09/8/2021 02H,-1
09/8/2021 01H,-1
09/8/2021 00H,0
09/7/2021 23H,0
09/7/2021 22H,0
09/7/2021 21H,0
09/7/2021 20H,0
09/7/2021 19H,0
09/7/2021 18H,0
09/7/2021 17H,-1
09/7/2021 16H,-1
09/7/2021 15H,0
09/7/2021 14H,33
09/7/2021 13H,3
09/7/2021 12H,0
09/7/2021 11H,1
09/7/2021 10H,-2
09/7/2021 09H,0
09/7/2021 08H,0
09/7/2021 07H,-1
09/7/2021 06H,0
09/7/2021 05H,-1
09/7/2021 04H,0
09/7/2021 03H,0
09/7/2021 02H,0
09/7/2021 01H,-1
09/7/2021 00H,0
09/6/2021 23H,0
09/6/2021 22H,0
09/6/2021 21H,-1
09/6/2021 20H,-2
09/6/2021 19H,0
09/6/2021 18H,2
09/6/2021 17H,15
09/6/2021 16H,0
09/6/2021 15H,-2
09/6/2021 14H,0
09/6/2021 13H,0
09/6/2021 12H,-1
09/6/2021 11H,0
09/6/2021 10H,-1
09/6/2021 09H,0
09/6/2021 08H,0
09/6/2021 07H,0
09/6/2021 06H,0
09/6/2021 05H,-1
09/6/2021 04H,-1
09/6/2021 03H,0
09/6/2021 02H,-1
09/6/2021 01H,0
09/6/2021 00H,-1
09/5/2021 23H,0
09/5/2021 22H,0
09/5/2021 21H,-1
09/5/2021 20H,0
09/5/2021 19H,-1
09/5/2021 18H,-1
09/5/2021 17H,0
09/5/2021 16H,0
09/5/2021 15H,-2
09/5/2021 14H,0
09/5/2021 13H,0
09/5/2021 12H,0
09/5/2021 11H,-1
09/5/2021 10H,0
09/5/2021 09H,-1
09/5/2021 08H,0
09/5/2021 07H,-1
09/5/2021 06H,-1
09/5/2021 05H,0
09/5/2021 04H,0
09/5/2021 03H,0
09/5/2021 02H,-1
09/5/2021 01H,0
09/5/2021 00H,-2
09/4/2021 23H,-1
09/4/2021 22H,0
09/4/2021 21H,0
09/4/2021 20H,0
09/4/2021 19H,-1
09/4/2021 18H,0
09/4/2021 17H,-1
09/4/2021 16H,-1
09/4/2021 15H,-1
09/4/2021 14H,-1
09/4/2021 13H,-1
09/4/2021 12H,0
09/4/2021 11H,0
09/4/2021 10H,0
09/4/2021 09H,0
09/4/2021 08H,0
09/4/2021 07H,-1
09/4/2021 06H,0
09/4/2021 05H,0
09/4/2021 04H,-1
09/4/2021 03H,-1
09/4/2021 02H,0
09/4/2021 01H,-2
09/4/2021 00H,0
09/3/2021 23H,-1
09/3/2021 22H,0
09/3/2021 21H,-1
09/3/2021 20H,0
09/3/2021 19H,-1
09/3/2021 18H,0
09/3/2021 17H,-1
09/3/2021 16H,-1
09/3/2021 15H,-1
09/3/2021 14H,0
09/3/2021 13H,-1
09/3/2021 12H,-1
09/3/2021 11H,0
09/3/2021 10H,0
09/3/2021 09H,-3
09/3/2021 08H,0
09/3/2021 07H,0
09/3/2021 06H,-1
09/3/2021 05H,0
09/3/2021 04H,-1
09/3/2021 03H,-1
09/3/2021 02H,0
09/3/2021 01H,0
09/3/2021 00H,0
09/2/2021 23H,-1
09/2/2021 22H,-1
09/2/2021 21H,0
09/2/2021 20H,0
09/2/2021 19H,-1
09/2/2021 18H,0
09/2/2021 17H,-1
09/2/2021 16H,-2
09/2/2021 15H,0
09/2/2021 14H,-1
09/2/2021 13H,0
09/2/2021 12H,0
09/2/2021 11H,0
09/2/2021 10H,-1
09/2/2021 09H,-1
09/2/2021 08H,0
09/2/2021 07H,-1
09/2/2021 06H,-1
09/2/2021 05H,-1
09/2/2021 04H,-1
09/2/2021 03H,0
09/2/2021 02H,0
09/2/2021 01H,0
09/2/2021 00H,-2
09/1/2021 23H,-1
09/1/2021 22H,-1
09/1/2021 21H,0
09/1/2021 20H,0
09/1/2021 19H,-1
09/1/2021 18H,-1
09/1/2021 17H,-1
09/1/2021 16H,0
09/1/2021 15H,0
09/1/2021 14H,0
09/1/2021 13H,-1
09/1/2021 12H,0
09/1/2021 11H,0
09/1/2021 10H,0
09/1/2021 09H,0
09/1/2021 08H,-1
09/1/2021 07H,-1
09/1/2021 06H,-1
09/1/2021 05H,0
09/1/2021 04H,0
09/1/2021 03H,-1
09/1/2021 02H,-1
09/1/2021 01H,0
09/1/2021 00H,-2
08/31/2021 23H,0
08/31/2021 22H,0
08/31/2021 21H,0
08/31/2021 20H,-1
08/31/2021 19H,0
08/31/2021 18H,0
08/31/2021 17H,13
08/31/2021 16H,13
08/31/2021 15H,0
08/31/2021 14H,28
08/31/2021 13H,14
08/31/2021 12H,0
08/31/2021 11H,0
08/31/2021 10H,-1
08/31/2021 09H,0
08/31/2021 08H,-2
08/31/2021 07H,0
08/31/2021 06H,-2
08/31/2021 05H,0
08/31/2021 04H,0
08/31/2021 03H,0
08/31/2021 02H,0
08/31/2021 01H,0
08/31/2021 00H,0
08/30/2021 23H,-1
08/30/2021 22H,0
08/30/2021 21H,-1
08/30/2021 20H,0
08/30/2021 19H,0
08/30/2021 18H,0
08/30/2021 17H,0
08/30/2021 16H,-1
08/30/2021 15H,0
08/30/2021 14H,-1
08/30/2021 13H,0
08/30/2021 12H,-1
08/30/2021 11H,-1
08/30/2021 10H,0
08/30/2021 09H,0
08/30/2021 08H,-1
08/30/2021 07H,-1
08/30/2021 06H,0
08/30/2021 05H,-1
08/30/2021 04H,-2
08/30/2021 03H,0
08/30/2021 02H,0
08/30/2021 01H,-1
08/30/2021 00H,-1
08/29/2021 23H,0
08/29/2021 22H,-1
08/29/2021 21H,0
08/29/2021 20H,0
08/29/2021 19H,-1
08/29/2021 18H,0
08/29/2021 17H,-1
08/29/2021 16H,-1
08/29/2021 15H,-1
08/29/2021 14H,0
08/29/2021 13H,0
08/29/2021 12H,-1
08/29/2021 11H,-1
08/29/2021 10H,0
08/29/2021 09H,0
08/29/2021 08H,0
08/29/2021 07H,0
08/29/2021 06H,-1
08/29/2021 05H,0
08/29/2021 04H,0
08/29/2021 03H,-1
08/29/2021 02H,0
08/29/2021 01H,0
08/29/2021 00H,-1
08/28/2021 23H,0
08/28/2021 22H,-2
08/28/2021 21H,-1
08/28/2021 20H,0
08/28/2021 19H,-2
08/28/2021 18H,0
08/28/2021 17H,0
08/28/2021 16H,-2
08/28/2021 15H,0
08/28/2021 14H,0
08/28/2021 13H,0
08/28/2021 12H,-1
08/28/2021 11H,-1
08/28/2021 10H,0
08/28/2021 09H,0
08/28/2021 08H,0
08/28/2021 07H,0
08/28/2021 06H,-2
08/28/2021 05H,0
08/28/2021 04H,-1
08/28/2021 03H,-1
08/28/2021 02H,-1
08/28/2021 01H,-1
08/28/2021 00H,-1
08/27/2021 23H,0
08/27/2021 22H,0
08/27/2021 21H,0
08/27/2021 20H,0
08/27/2021 19H,0
08/27/2021 18H,16
08/27/2021 17H,5
08/27/2021 16H,11
08/27/2021 15H,-1
08/27/2021 14H,-1
08/27/2021 13H,0
08/27/2021 12H,0
08/27/2021 11H,-2
08/27/2021 10H,0
08/27/2021 09H,-1
08/27/2021 08H,-1
08/27/2021 07H,0
08/27/2021 06H,0
08/27/2021 05H,-1
08/27/2021 04H,-2
08/27/2021 03H,0
08/27/2021 02H,-2
08/27/2021 01H,0
08/27/2021 00H,0
08/26/2021 23H,-1
08/26/2021 22H,-1
08/26/2021 21H,0
08/26/2021 20H,0
08/26/2021 19H,-1
08/26/2021 18H,0
08/26/2021 17H,-2
08/26/2021 16H,0
08/26/2021 15H,0
08/26/2021 14H,-1
08/26/2021 13H,0
08/26/2021 12H,0
08/26/2021 11H,0
08/26/2021 10H,-1
08/26/2021 09H,0
08/26/2021 08H,-1
08/26/2021 07H,0
08/26/2021 06H,0
08/26/2021 05H,-2
08/26/2021 04H,-1
08/26/2021 03H,0
08/26/2021 02H,0
08/26/2021 01H,-1
08/26/2021 00H,-1
08/25/2021 23H,-1
08/25/2021 22H,-1
08/25/2021 21H,-2
08/25/2021 20H,0
08/25/2021 19H,0
08/25/2021 18H,0
08/25/2021 17H,0
08/25/2021 16H,0
08/25/2021 15H,0
08/25/2021 14H,0
08/25/2021 13H,-1
08/25/2021 12H,-1
08/25/2021 11H,0
08/25/2021 10H,0
08/25/2021 09H,0
08/25/2021 08H,-2
08/25/2021 07H,0
08/25/2021 06H,-1
08/25/2021 05H,0
08/25/2021 04H,0
08/25/2021 03H,-1
08/25/2021 02H,-1
08/25/2021 01H,0
08/25/2021 00H,-1
08/24/2021 23H,0
08/24/2021 22H,-1
08/24/2021 21H,-2
08/24/2021 20H,0
08/24/2021 19H,34
08/24/2021 18H,7
08/24/2021 17H,0
08/24/2021 16H,-1
08/24/2021 15H,0
08/24/2021 14H,0
08/24/2021 13H,0
08/24/2021 12H,0
08/24/2021 11H,0
08/24/2021 10H,0
08/24/2021 09H,-3
08/24/2021 08H,0
08/24/2021 07H,-1
08/24/2021 06H,-1
08/24/2021 05H,-2
08/24/2021 04H,0
08/24/2021 03H,-1
08/24/2021 02H,-1
08/24/2021 01H,0
08/24/2021 00H,-1
08/23/2021 23H,0
08/23/2021 22H,0
08/23/2021 21H,-1
08/23/2021 20H,0
08/23/2021 19H,0
08/23/2021 18H,0
08/23/2021 17H,0
08/23/2021 16H,-1
08/23/2021 15H,0
08/23/2021 14H,-1
08/23/2021 13H,-1
08/23/2021 12H,-1
08/23/2021 11H,0
08/23/2021 10H,0
08/23/2021 09H,0
08/23/2021 08H,0
08/23/2021 07H,-1
08/23/2021 06H,0
08/23/2021 05H,0
08/23/2021 04H,0
08/23/2021 03H,0
08/23/2021 02H,0
08/23/2021 01H,-1
08/23/2021 00H,0
08/22/2021 23H,0
08/22/2021 22H,0
08/22/2021 21H,-1
08/22/2021 20H,-1
08/22/2021 19H,-3
08/22/2021 18H,0
08/22/2021 17H,-1
08/22/2021 16H,-1
08/22/2021 15H,-2
08/22/2021 14H,0
08/22/2021 13H,0
08/22/2021 12H,0
08/22/2021 11H,0
08/22/2021 10H,-2
08/22/2021 09H,0
08/22/2021 08H,-1
08/22/2021 07H,-1
08/22/2021 06H,0
08/22/2021 05H,-1
08/22/2021 04H,0
08/22/2021 03H,0
08/22/2021 02H,0
08/22/2021 01H,-1
08/22/2021 00H,0
08/21/2021 23H,0
08/21/2021 22H,-2
08/21/2021 21H,0
08/21/2021 20H,0
08/21/2021 19H,-1
08/21/2021 18H,0
08/21/2021 17H,-1
08/21/2021 16H,0
08/21/2021 15H,0
08/21/2021 14H,0
08/21/2021 13H,-2
08/21/2021 12H,0
08/21/2021 11H,0
08/21/2021 10H,-1
08/21/2021 09H,0
08/21/2021 08H,0
08/21/2021 07H,0
08/21/2021 06H,-1
08/21/2021 05H,-2
08/21/2021 04H,-1
08/21/2021 03H,-1
08/21/2021 02H,-1
08/21/2021 01H,0
08/21/2021 00H,0
08/20/2021 23H,0
08/20/2021 22H,-1
08/20/2021 21H,-1
08/20/2021 20H,0
08/20/2021 19H,0
08/20/2021 18H,0
08/20/2021 17H,0
08/20/2021 16H,-1
08/20/2021 15H,0
08/20/2021 14H,-1
08/20/2021 13H,0
08/20/2021 12H,-2
08/20/2021 11H,0
08/20/2021 10H,0
08/20/2021 09H,-2
08/20/2021 08H,-1
08/20/2021 07H,-1
08/20/2021 06H,0
08/20/2021 05H,0
08/20/2021 04H,0
08/20/2021 03H,0
08/20/2021 02H,0
08/20/2021 01H,0
08/20/2021 00H,-1
08/19/2021 23H,-1
08/19/2021 22H,-1
08/19/2021 21H,0
08/19/2021 20H,0
08/19/2021 19H,-1
08/19/2021 18H,-2
08/19/2021 17H,-1
08/19/2021 16H,-1
08/19/2021 15H,-1
08/19/2021 14H,-2
08/19/2021 13H,0
08/19/2021 12H,-1
08/19/2021 11H,0
08/19/2021 10H,0
08/19/2021 09H,-1
08/19/2021 08H,0
08/19/2021 07H,0
08/19/2021 06H,0
08/19/2021 05H,0
08/19/2021 04H,0
08/19/2021 03H,0
08/19/2021 02H,-1
08/19/2021 01H,-2
08/19/2021 00H,0
08/18/2021 23H,0
08/18/2021 22H,-1
08/18/2021 21H,0
08/18/2021 20H,-1
08/18/2021 19H,0
